# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.5.3

coal_ore::1, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094056E00000000000017909404A400000000000017A0940424000000000000570697463680800000000037961770800000000
coal_ore::2, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094056E00000000000017909404A400000000000017A094041C000000000000570697463680800000000037961770800000000
coal_ore::3, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094057200000000000017909404A400000000000017A094041C000000000000570697463680800000000037961770800000000
coal_ore::4, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094057200000000000017909404A400000000000017A0940424000000000000570697463680800000000037961770800000000
coal_ore::5, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940484000000000000179094030800000000000017A0940378000000000000570697463680800000000037961770800000000
coal_ore::6, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940328000000000000179094030800000000000017A09C0250000000000000570697463680800000000037961770800000000
coal_ore::7, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940318000000000000179094030800000000000017A09C0250000000000000570697463680800000000037961770800000000
coal_ore::8, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940318000000000000179094030800000000000017A09C0270000000000000570697463680800000000037961770800000000
coal_ore::9, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809402B0000000000000179094025000000000000017A09404A4000000000000570697463680800000000037961770800000000
coal_ore::10, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809402B0000000000000179094027000000000000017A09404A4000000000000570697463680800000000037961770800000000
coal_ore::11, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094004000000000000017909401E000000000000017A094050E000000000000570697463680800000000037961770800000000
coal_ore::12, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094004000000000000017909401A000000000000017A094050E000000000000570697463680800000000037961770800000000
diamond_ore::1, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094047C000000000000179094030800000000000017A0940378000000000000570697463680800000000037961770800000000
emerald_ore::1, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940484000000000000179094030800000000000017A0940388000000000000570697463680800000000037961770800000000
gold_ore::1, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940120000000000000179094030800000000000017A09404EC000000000000570697463680800000000037961770800000000
gold_ore::2, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940120000000000000179094030800000000000017A09404F4000000000000570697463680800000000037961770800000000
gold_ore::3, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940160000000000000179094030800000000000017A09404F4000000000000570697463680800000000037961770800000000
gold_ore::4, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940160000000000000179094030800000000000017A09404EC000000000000570697463680800000000037961770800000000
gold_ore::5, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940474000000000000179094030800000000000017A0940378000000000000570697463680800000000037961770800000000
iron_ore::1, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809404F4000000000000179094043C00000000000017A09403A8000000000000570697463680800000000037961770800000000
iron_ore::2, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809404EC000000000000179094043C00000000000017A09403A8000000000000570697463680800000000037961770800000000
iron_ore::3, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094045C000000000000179094030800000000000017A0940338000000000000570697463680800000000037961770800000000
iron_ore::4, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940464000000000000179094030800000000000017A0940328000000000000570697463680800000000037961770800000000
iron_ore::5, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940290000000000000179094016000000000000017A09404A4000000000000570697463680800000000037961770800000000
iron_ore::6, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094027000000000000017909401A000000000000017A09404A4000000000000570697463680800000000037961770800000000
iron_ore::7, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940290000000000000179094016000000000000017A09404AC000000000000570697463680800000000037961770800000000
lapis_ore::1, string, 8019783A2035302E352C20793A2031362E352C207A3A2032332E35
lapis_ore::2, string, 8019783A2035312E352C20793A2031372E352C207A3A2032342E35
lapis_ore::3, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940494000000000000179094030800000000000017A0940378000000000000570697463680800000000037961770800000000
noauraspells::1, string, 800A547261646577696E6473
noauraspells::2, string, 800A41706F7468656F736973
redstone_ore::1, location, 8605776F726C6480FF0000000181046E616D65208005776F726C640178094048C000000000000179094030800000000000017A0940378000000000000570697463680800000000037961770800000000
redstone_ore::2, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940230000000000000179094012000000000000017A09404EC000000000000570697463680800000000037961770800000000
redstone_ore::3, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940230000000000000179094016000000000000017A09404E4000000000000570697463680800000000037961770800000000
spellitemnames::1, string, 8010C2A772C2A733547261646577696E6473
spellnames::1, string, 8010C2A772C2A733547261646577696E6473

